roc_auc,positive_ap,fp_ap,model,seed,selected_feature,iou_mae,spearman,selected_threshold,filtered_f1,filtered_completeness,filtered_commission,unfiltered_f1,best_epoch,device,inference_ms_per_instance
0.9957279997879462,0.9978635565988081,0.9917128682887455,vertical_attention,42,,0.08793237805366516,0.8130212562434861,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,3,cuda,0.0004141839961631986
0.9954644051523179,0.9977025253729174,0.9913464782527848,vertical_attention,43,,0.0851650983095169,0.8149754573628869,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,9,cuda,0.0004128673680332431
0.995710328639189,0.9978598013219213,0.9916088781266693,vertical_attention,44,,0.08563577383756638,0.815463267010431,0.01,0.9740932642487047,0.990700557966522,0.04196642685851319,0.7930186823992134,8,cuda,0.0004121131821749068
