roc_auc,positive_ap,fp_ap,model,seed,selected_feature,iou_mae,spearman,selected_threshold,filtered_f1,filtered_completeness,filtered_commission,unfiltered_f1,best_epoch,device
0.9727289996804468,0.9847711701651355,0.9521523038240759,single_feature,42,num_points,0.16447502703829567,0.7346337534300559,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,,
0.9924419024169713,0.9942527424539208,0.9877149266604436,logistic_regression,42,,0.11845550323197669,0.7725753608893967,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,,
0.9929013522846587,0.9960047673357368,0.9882182510036682,global_mlp,42,,0.09287604689598083,0.8177112422577433,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,48,cuda
0.9727289996804468,0.9847711701651355,0.9521523038240759,single_feature,43,num_points,0.16447502703829567,0.7346337534300559,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,,
0.9924419024169713,0.9942527424539208,0.9877149266604436,logistic_regression,43,,0.11845550323197669,0.7725753608893967,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,,
0.9917335838709535,0.9949303048256376,0.9865467171578067,global_mlp,43,,0.0924844741821289,0.8119282706188481,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,58,cuda
0.9727289996804468,0.9847711701651355,0.9521523038240759,single_feature,44,num_points,0.16447502703829567,0.7346337534300559,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,,
0.9924419024169713,0.9942527424539208,0.9877149266604436,logistic_regression,44,,0.11845550323197669,0.7725753608893967,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,,
0.9933306139398856,0.9963122370680355,0.988570547489081,global_mlp,44,,0.09142081439495087,0.8167449097195445,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,61,cuda
