instance_id,oracle_max_iou,best_gt_id,precision_at_best_gt,recall_at_best_gt,num_points
50,0.9910171381969514,35,0.9935432673231612,0.99744097339578,83169
51,0.9860151166080595,38,0.9909818418166307,0.994942697499898,73851
52,0.0,2,0.0,0.0,45798
53,0.0,2,0.0,0.0,32478
54,0.0,2,0.0,0.0,15545
55,0.9576162118535,232,0.9767276287100075,0.9799763377011853,44946
56,0.9928041866550371,100,0.9963008502834279,0.9964773686569186,95968
57,0.0,2,0.0,0.0,46736
58,0.0,2,0.0,0.0,67551
59,0.0,2,0.0,0.0,22995
60,0.0021581308947364827,38,0.004318001694405728,0.004295988145247903,73182
61,0.9826179332430103,219,0.9968761226434251,0.9856529528045466,64023
62,0.9664345790073632,221,0.9836011601473701,0.9822613977955912,63785
63,0.0015529777171227558,232,0.002388477405968781,0.0044199388351898565,82898
64,0.9972388891838794,204,0.9978747144147495,0.9993614643750333,37642
65,0.9890320255844331,179,0.9948462366200373,0.9941255701818923,88285
66,0.9687354176388241,84,0.9946278759212632,0.9738307683094796,98099
67,0.9516438079870916,189,0.9659637629235336,0.9846611363280638,19538
68,0.9814734236455583,114,0.9935008368651326,0.9878156780691937,102167
69,0.0,2,0.0,0.0,57869
70,0.0,2,0.0,0.0,19528
71,0.0,2,0.0,0.0,41463
72,0.0,2,0.0,0.0,48944
73,5.997720866070893e-06,9,6.881507325364548e-06,4.669842159335015e-05,145317
74,0.0,2,0.0,0.0,26440
75,0.0018356606256101184,219,0.002788478586741026,0.005343464294539165,124082
76,0.9840703756538278,15,0.9863148936170213,0.9976928374655647,29375
77,0.983343182153937,125,0.9851988899167438,0.9980881691408007,27025
78,0.0,2,0.0,0.0,1085
79,2.3380601115254672e-05,219,9.619546919340099e-05,3.0887076847047197e-05,20791
80,0.0,2,0.0,0.0,47381
81,6.710283509478276e-06,35,1.5109848599317035e-05,1.207088020858481e-05,66182
82,0.0005132313546804196,234,0.0012201836227549365,0.0008850417156857454,67203
83,0.00021699094758277648,180,0.00037599059059445077,0.0005128609752248698,103726
84,0.0,2,0.0,0.0,61060
85,0.0,2,0.0,0.0,70093
86,0.0,2,0.0,0.0,65846
87,0.0,2,0.0,0.0,29344
88,0.0,2,0.0,0.0,70292
89,0.9986853349109315,53,0.9995394736842105,0.9991450743127712,30400
90,0.9962745098039215,59,0.9963396300411792,0.9999344004198373,15299
91,0.966965438960429,51,0.9704981143934632,0.9962496975562546,25456
92,0.9671923733301948,76,0.9900426485470579,0.9766931903944093,166008
93,0.8870159952421197,74,0.9477741730492658,0.9325994306494875,59798
94,0.952240332585456,12,0.9549342377367855,0.9970462240033166,60445
95,0.8530496740613472,129,0.8704238424254924,0.9771359110905302,38788
96,0.9173889456619103,169,0.9800921932283804,0.9348083202632864,74192
97,0.9687133538551744,91,0.9781949044350288,0.9900931691558593,108094
98,0.9621731140743532,110,0.9897919615332416,0.9718166416021016,103154
99,0.9993195956454122,182,0.999659682045797,0.999659682045797,20569
100,0.9870784504375416,177,0.994150087619833,0.9928451936687684,77608
101,0.9921964777252198,107,0.9981986341883099,0.9939762261726279,74388
102,0.0,2,0.0,0.0,17036
103,0.9773923211849542,233,0.9874574202059582,0.9896789217137332,50787
104,0.953575508339045,9,0.9779287722586691,0.9745493602316242,21340
105,0.0,2,0.0,0.0,48164
106,0.0,2,0.0,0.0,61457
107,0.0,2,0.0,0.0,15481
108,0.0,2,0.0,0.0,57381
109,0.0,2,0.0,0.0,57247
110,0.9963822644130585,115,0.9972192451409205,0.9991583468771766,34523
111,0.9932813901542467,85,0.9946108733555239,0.9986560803522484,56781
112,0.0,2,0.0,0.0,84485
113,0.0,2,0.0,0.0,42076
114,0.0,2,0.0,0.0,69020
115,0.0,2,0.0,0.0,149777
116,0.0005097736968909873,234,0.0011632415664986429,0.0009066280989951539,72212
117,0.0,2,0.0,0.0,38801
118,0.9944509412762835,94,0.9958667248386874,0.9985724482512491,43549
119,0.9953710744430081,184,0.9982365165004862,0.9971244394085105,104906
120,0.9936749709564993,116,0.9967444785616515,0.9969104397535752,54062
121,0.9933678675143238,180,0.994734153338311,0.9986192204513177,76341
122,0.0008225661533010212,177,0.0016156695085879048,0.0016728863724102432,80462
123,0.0,2,0.0,0.0,23411
124,0.9957097912098388,122,0.9967360806245348,0.9989669816734897,52391
125,0.0,2,0.0,0.0,16774
126,0.0,2,0.0,0.0,23394
127,0.0,2,0.0,0.0,83025
128,0.9935208644188306,96,0.9952949910213581,0.9982090753596942,99681
129,0.0,2,0.0,0.0,78617
130,0.9859194651903692,77,0.9969896062193679,0.9888632792037716,94672
131,0.9918813407598965,95,0.9968138541120024,0.9950359828878607,80034
132,0.0,2,0.0,0.0,28804
133,0.0,2,0.0,0.0,29079
134,0.9882659868483751,68,0.9917512462790948,0.9964566267086266,83649
135,0.985828557032185,57,0.9971755611713988,0.9885889932207672,47089
136,0.9888680685682559,70,0.9960155463594677,0.9927954292084726,71528
137,0.9979819110318096,41,0.9980801654011346,0.9999013672958611,81257
138,0.9972121924594844,34,0.998453027526021,0.9987553193278724,59471
139,0.997501523461304,119,0.9987187309334961,0.9987796692903776,16390
140,0.989722464060476,124,0.993138863437813,0.9965363152380748,46931
141,0.9966435702041228,87,0.9977215043839409,0.9989171395157448,69344
142,0.9928241765189353,130,0.9979663817482762,0.9948368704466265,31471
143,3.6562180080924293e-05,203,6.031848158275696e-05,9.2824654228163e-05,99472
