seed,epoch,candidate_threshold,safety_threshold,accepted_splits,f1,f1_gain_pp,completeness,completeness_drop_pp,commission,commission_increase_pp,nonnegative_plots,candidate_average_precision,child_count_accuracy,safety_average_precision,passed
42,30,0.65,0.8,16,0.8857065657930289,0.06117148445193843,0.9197530864197531,-0.33670033670033517,0.14590932777488275,0.1779348739243347,3,0.11204389051113527,0.8985507246376812,0.3203236674487804,False
43,25,0.8,0.8,20,0.8860691144708424,0.09742635223328744,0.9208754208754208,-0.44893378226711356,0.1462018730489074,0.20718940132679886,5,0.09574375106809117,0.9130434782608695,0.29616760771729744,False
44,10,0.65,0.65,21,0.8858299595141701,0.07351085656606138,0.9208754208754208,-0.44893378226711356,0.14664586583463338,0.2515886798993977,4,0.0874847094601815,0.8985507246376812,0.19589543739027407,False
