source_plot,num_candidates,mean_error_reduction_relative,p90_error_reduction_relative,pointwise_improvement_retained,cell_purity_gain,multi_tree_collision_increase,cluster_f1_gain_pp,cluster_tree_recall_drop_pp,cluster_commission_reduction_pp,plot_win,base_mean_error_xy,base_p90_error_xy,base_cluster_f1,base_cluster_tree_recall,cellwise_shared_mean_error_xy,cellwise_shared_p90_error_xy,cellwise_shared_cluster_f1,cellwise_shared_cluster_tree_recall,pointwise_oracle_mean_error_xy,pointwise_oracle_p90_error_xy,pointwise_oracle_cluster_f1,pointwise_oracle_cluster_tree_recall
G4N,293705,0.895314427440437,0.9144216091831856,0.8953157258897222,-0.004032935000629068,0.006225525562316512,1.3035456981645321,-0.983606557377048,1.513652552433717,True,0.8381121538483836,1.7960585576254553,0.8938714499252616,0.980327868852459,0.08773825069474665,0.15370380117435528,0.9069069069069069,0.9901639344262295,1.2154886769054967e-06,2.5395006409612517e-06,0.8335664335664336,0.9770491803278688
G4W,519142,0.8559086016058807,0.8907063269352401,0.8559109046770487,-0.002507613931650221,0.015500957158725924,1.1637801881704268,-0.5199306759098743,1.666460578505323,True,0.6101002076057138,1.3636612321347554,0.9121951219512195,0.9722703639514731,0.08791019207444979,0.14903954487602356,0.9238329238329238,0.9774696707105719,1.6416477346528187e-06,3.332000937312528e-06,0.9079365079365079,0.9913344887348353
L1N,452316,0.8344732931102212,0.8650047791641601,0.8344756831608883,-0.004445570111679231,0.013489720884469994,2.463574327915663,-0.4424778761061954,3.2540257424639227,True,0.5101576136355845,1.0882430413197068,0.7757255936675461,0.9756637168141593,0.08444470977984644,0.14690760968601993,0.8003613369467028,0.9800884955752213,1.4611600666158716e-06,2.935188353596957e-06,0.7781629116117851,0.9933628318584071
O1N,242281,0.8303582087362862,0.8332108389680212,0.8303601399957631,-0.0013676530256295782,0.00926939547603169,-1.1461318051575908,1.2578616352201255,-1.052631578947369,False,0.5569176011084794,0.9411887994620064,0.8882521489971347,0.9748427672955975,0.09447649943833294,0.15698009023496343,0.8767908309455588,0.9622641509433962,1.295284230591052e-06,2.695421947144273e-06,0.8041237113402062,0.9811320754716981
O1W,400701,0.8276341929270219,0.8541246687380663,0.8276361247712712,-0.014528209429539807,0.0486900901312384,2.2559555666428865,-1.515151515151525,1.9347342366855647,True,0.5899659814569443,1.2270611959399134,0.5087900723888314,0.9318181818181818,0.10168996253942783,0.17899795843639943,0.5313496280552603,0.946969696969697,1.377081490786057e-06,2.805853437409358e-06,0.5252525252525253,0.9848484848484849
