roc_auc,positive_ap,fp_ap,model,seed,selected_feature,iou_mae,spearman,selected_threshold,filtered_f1,filtered_completeness,filtered_commission,unfiltered_f1,best_epoch,device,parameter_count
0.9934940720658897,0.9966058753709873,0.9883471153777217,global_wide,42,,0.09042210131883621,0.8277936380105285,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,46,cuda,11394
0.9926429117340846,0.9958627998022773,0.9874871846248418,global_wide,43,,0.09094719588756561,0.8238325681283,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,40,cuda,11394
0.9919905518257978,0.9941382653892452,0.988499959886724,global_wide,44,,0.08982406556606293,0.8148109864157003,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,37,cuda,11394
0.9950925747305517,0.9970668565765142,0.9919005053400466,global_vertical_fusion,42,,0.0894651785492897,0.8059399801858216,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,15,cuda,11842
0.9950623865180916,0.9971601894352343,0.9918513350727377,global_vertical_fusion,43,,0.08736496418714523,0.8060696673358003,0.0,0.7930186823992134,1.0,0.3429735234215886,0.7930186823992134,15,cuda,11842
0.9954305354505333,0.9972316111598039,0.9924651632848885,global_vertical_fusion,44,,0.08822498470544815,0.8031579098755324,0.01,0.9755650580329872,0.9900805951642901,0.03853100541842264,0.7930186823992134,14,cuda,11842
